Date,Month_Name,Month_Num,Customer_ID,Customer Name,Visit Type,Common_Value,Configuration,Location,Tower,Project Name,Parent Source,Lead Mode,Sourcing Manager,Closing Manger,Ethnicity,Age Group,Property Type,Married Status,Annual Income,No. of Children,Customer_ID2,Budget for property upto,Home owner,Purpose,Potential
8/9/2025,Aug,8,1496,UMANG SHROFF,Fresh,1,{2bhk},Kandivali,B,Triangle,Direct,Direct,Tiya Gour,Divyansh Ramachandran,Gujarati,61-90,Under Construction,Yes,0-25L,3,1496,"₹ 15,000,000.00",2nd Time,Self use,0
12/11/2025,Dec,12,1497,EHSAAN CHAD,Fresh,1,{2bhk},Kandivali,A,Vasudha,Channel Partner,Aspire Realty,Damini Din,Vritika Bhakta,Marwardi,36-45,Ready To Move,Yes,50L-75L,2,1497,"₹ 15,000,000.00",1st Time,Self use,0
10/8/2025,Oct,10,1498,devansh bath,2nd Time,1,{2bhk},Mira Road,C,Triangle,Direct,Direct,Shanaya Shetty,Advik Chandra,Jain,36-45,Under Construction,Yes,0-25L,2,1498,"₹ 15,000,000.00",1st Time,Self use,0
1/3/2025,Jan,1,1499,AMIRA ATWAL,Fresh,1,{2bhk},Kandivali,B,Triangle,Channel Partner,Vertex Land,Fateh Handa,Divyansh Ramachandran,Marwardi,36-45,Under Construction,Yes,50L-75L,4,1499,"₹ 15,000,000.00",2nd Time,Investment,1
9/27/2025,Sep,9,1500,AMANI BARMAN,Fresh,1,{2bhk},Sewri,C,Woods,Channel Partner,Genesis Estates,Jhanvi Madan,Indranil Rau,Jain,25-35,Under Construction,Yes,50L-75L,0,1500,"₹ 15,000,000.00",1st Time,Investment,1
3/14/2025,Mar,3,1501,riya madan,Fresh,1,{3bhk},Malad,C,Crescent,Direct,Direct,Jhanvi Madan,Hansh Srivastava,Gujarati,36-45,Under Construction,Yes,50L-75L,4,1501,"₹ 20,000,000.00",2nd Time,Self use,0
8/10/2025,Aug,8,1502,TEJAS DUBE,Fresh,1,{3bhk},Borivali,A,Triangle,Direct,Direct,Tushar Ray,Vritika Bhakta,Hindu,61-90,Ready To Move,Yes,25L-50L,4,1502,"₹ 20,000,000.00",2nd Time,Self use,0
3/13/2025,Mar,3,1503,shlok kakar,2nd Time,1,{2bhk},Kandivali,B,Triangle,Channel Partner,Aspire Realty,Navya Kashyap,Indranil Rau,Gujarati,25-35,Under Construction,Yes,0-25L,3,1503,"₹ 15,000,000.00",2nd Time,Self use,0
3/6/2025,Mar,3,1504,keya dutta,Fresh,1,{1bhk},Vashi,C,Woods,Channel Partner,Prime Ventures,Umang Khare,Indranil Rau,Jain,25-35,Under Construction,Yes,0-25L,2,1504,"₹ 10,000,000.00",2nd Time,Self use,0
9/28/2025,Sep,9,1505,tushar gala,2nd Time,1,{4bhk},Goregaon,A,Crescent,Channel Partner,Aspire Realty,Navya Kashyap,Urvi Wason,Hindu,25-35,Under Construction,No,25L-50L,0,1505,"₹ 15,000,000.00",2nd Time,Self use,0
11/1/2025,Nov,11,1506,BHAVIN LALA,2nd Time,1,{4bhk},Goregaon,C,Crescent,Channel Partner,UrbanRise Partners,Jhanvi Madan,Hansh Srivastava,Gujarati,46-60,Under Construction,Yes,0-25L,4,1506,"₹ 15,000,000.00",1st Time,Self use,1
11/5/2025,Nov,11,1507,zoya bajwa,Fresh,1,{2bhk},Prabhadevi,B,Triangle,Direct,Direct,Navya Kashyap,Shray Amble,Gujarati,61-90,Under Construction,Yes,25L-50L,3,1507,"₹ 15,000,000.00",2nd Time,Self use,0
5/5/2025,May,5,1508,nitya chanda,2nd Time,1,{4bhk},Malad,C,Crescent,Channel Partner,CapitalCity Partners,Adira Tank,Divyansh Ramachandran,Hindu,36-45,Ready To Move,No,25L-50L,2,1508,"₹ 15,000,000.00",1st Time,Self use,0
9/2/2025,Sep,9,1509,raunak hayre,2nd Time,1,{2bhk},Kandivali,A,Triangle,Channel Partner,Prime Ventures,Sana Rege,Urvi Wason,Gujarati,25-35,Ready To Move,Yes,75L-1Cr,2,1509,"₹ 15,000,000.00",2nd Time,Self use,0
3/16/2025,Mar,3,1510,nehmat mani,Fresh,1,{1bhk},Mahim,B,Crescent,Channel Partner,Skyline Builders,Alia Dube,Divyansh Ramachandran,Jain,61-90,Under Construction,No,0-25L,4,1510,"₹ 10,000,000.00",1st Time,Self use,1
2/17/2025,Feb,2,1511,DHANUSH AHUJA,Fresh,1,{2bhk},Kandivali,B,Crescent,Channel Partner,UrbanRise Partners,Damini Din,Ishaan Balay,Hindu,46-60,Under Construction,Yes,25L-50L,4,1511,"₹ 15,000,000.00",1st Time,Self use,0
7/15/2025,Jul,7,1512,hiran karan,Fresh,1,{2bhk},Kandivali,B,Crescent,Channel Partner,Infinity Realty,Adira Tank,Vritika Bhakta,Gujarati,36-45,Under Construction,Yes,0-25L,3,1512,"₹ 15,000,000.00",1st Time,Self use,0
9/16/2025,Sep,9,1513,DHANUK BAHL,2nd Time,1,{1bhk},Mulund,A,Woods,Channel Partner,Fortune Realty,Vidur Srinivasan,Vritika Bhakta,Jain,25-35,Under Construction,Yes,25L-50L,1,1513,"₹ 10,000,000.00",1st Time,Self use,0
1/31/2025,Jan,1,1514,ishita de,Fresh,1,{2bhk},Mahim,D,Crescent,Direct,Direct,Mehul Rajagopalan,Vritika Bhakta,Hindu,36-45,Ready To Move,Yes,25L-50L,2,1514,"₹ 15,000,000.00",1st Time,Self use,1
7/22/2025,Jul,7,1515,aradhya chadha,Fresh,1,{2bhk},Sewri,B,Crescent,Direct,Direct,Yakshit Balan,Hansh Srivastava,Gujarati,61-90,Under Construction,No,25L-50L,4,1515,"₹ 15,000,000.00",1st Time,Self use,1
11/16/2025,Nov,11,1516,BHAMINI DEY,2nd Time,1,{2bhk},Mira Road,E,Woods,Channel Partner,UrbanRise Partners,Yakshit Balan,Urvi Wason,Gujarati,36-45,Ready To Move,Yes,50L-75L,3,1516,"₹ 15,000,000.00",1st Time,Self use,0
12/31/2025,Dec,12,1517,ANIKA SIDHU,Fresh,1,{2bhk},Sion,D,Crescent,Channel Partner,Prime Point Realty,Shray Sunder,Hansh Srivastava,Jain,25-35,Under Construction,Yes,25L-50L,3,1517,"₹ 15,000,000.00",1st Time,Self use,0
12/2/2025,Dec,12,1518,IVANA KOSHY,Fresh,1,{1bhk},Kandivali,C,Crescent,Direct,Direct,Ayesha Date,Hansh Srivastava,Gujarati,25-35,Ready To Move,Yes,50L-75L,1,1518,"₹ 10,000,000.00",1st Time,Investment,0
10/21/2025,Oct,10,1519,CHARVI BHATNAGAR,Fresh,1,{3bhk},Chunabhatti,B,Vallia,Channel Partner,Infinity Realty,Yakshit Balan,Urvi Wason,Gujarati,25-35,Under Construction,Yes,25L-50L,2,1519,"₹ 20,000,000.00",2nd Time,Investment,0
4/27/2025,Apr,4,1520,SAANVI RAJU,2nd Time,1,{2bhk},Malad,A,Triangle,Direct,Direct,Adira Tank,Advik Chandra,Jain,46-60,Ready To Move,No,25L-50L,3,1520,"₹ 15,000,000.00",2nd Time,Self use,0
10/4/2025,Oct,10,1521,indranil doctor,Fresh,1,{2bhk},Parel,B,Crescent,Direct,Direct,Adira Tank,Vritika Bhakta,Gujarati,25-35,Under Construction,Yes,25L-50L,1,1521,"₹ 15,000,000.00",2nd Time,Self use,1
10/20/2025,Oct,10,1522,fateh krish,Fresh,1,{2bhk},Parel,B,Crescent,Channel Partner,FirstChoice Estates,Jhanvi Madan,Vritika Bhakta,Gujarati,36-45,Under Construction,Yes,25L-50L,2,1522,"₹ 15,000,000.00",2nd Time,Investment,1
,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/2025,Jul,7,1523,OORJA KARI,Fresh,1,{2bhk},Matunga,D,Woods,Channel Partner,Element Real Estate,Alia Dube,Advik Chandra,Hindu,25-35,Under Construction,Yes,75L-1Cr,2,1523,"₹ 15,000,000.00",1st Time,Investment,0
2/23/2025,Feb,2,1524,MANIKYA SRIVASTAVA,Fresh,1,{2bhk},Goregaon,D,Woods,Channel Partner,Prime Ventures,Jhanvi Madan,Hansh Srivastava,Gujarati,61-90,Ready To Move,Yes,25L-50L,3,1524,"₹ 15,000,000.00",2nd Time,Self use,0
6/29/2025,Jun,6,1525,taimur iyer,2nd Time,1,{4bhk},Govandi,B,Woods,Direct,Direct,Ayesha Date,Indranil Rau,Marwardi,25-35,Under Construction,No,0-25L,2,1525,"₹ 15,000,000.00",2nd Time,Self use,0
7/9/2025,Jul,7,1526,samiha bhagat,Fresh,1,{2bhk},Kandivali,D,Crescent,Channel Partner,Sterling Land,Umang Khare,Indranil Rau,Gujarati,61-90,Under Construction,No,0-25L,4,1526,"₹ 15,000,000.00",1st Time,Self use,0
10/30/2025,Oct,10,1527,DIVIT SANKARAN,Fresh,1,{1bhk},Goregaon,E,Crescent,Channel Partner,TrueNorth Properties,Mehul Rajagopalan,Shray Amble,Hindu,61-90,Under Construction,No,75L-1Cr,2,1527,"₹ 10,000,000.00",1st Time,Investment,0
9/13/2025,Sep,9,1528,anvi chopra,Fresh,1,{2bhk},Kandivali,E,Triangle,Channel Partner,Prime Ventures,Jhanvi Madan,Vritika Bhakta,Hindu,36-45,Under Construction,Yes,25L-50L,2,1528,"₹ 15,000,000.00",2nd Time,Investment,0
10/1/2025,Oct,10,1529,KANAV SAWHNEY,Fresh,1,{2bhk},Malad,E,Woods,Direct,Direct,Tushar Ray,Urvi Wason,Gujarati,46-60,Ready To Move,Yes,1Cr>,3,1529,"₹ 15,000,000.00",1st Time,Investment,1
10/6/2025,Oct,10,1530,VRITIKA LATA,Fresh,1,{3bhk},Malad,A,Crescent,Channel Partner,Vertex Land,Neysa Mallick,Indranil Rau,Jain,36-45,Ready To Move,No,75L-1Cr,4,1530,"₹ 20,000,000.00",2nd Time,Self use,0
10/23/2025,Oct,10,1531,BHAVIN SETTY,Fresh,1,{1bhk},Kandivali,B,Crescent,Channel Partner,PrimeSquare,Shray Sunder,Divit Sastry,Gujarati,46-60,Under Construction,Yes,25L-50L,2,1531,"₹ 10,000,000.00",2nd Time,Investment,1
7/9/2025,Jul,7,1532,aaina choudhury,2nd Time,1,{2bhk},Andheri,E,Crescent,Channel Partner,GreenLeaf Realty,Ahana Bhardwaj,Vritika Bhakta,Marwardi,36-45,Under Construction,Yes,75L-1Cr,3,1532,"₹ 15,000,000.00",1st Time,Investment,0
11/18/2025,Nov,11,1533,OJAS GARG,Fresh,1,{2bhk},Kandivali,D,Vallia,Channel Partner,Prime Ventures,Mehul Gara,Urvi Wason,Marwardi,36-45,Ready To Move,Yes,75L-1Cr,4,1533,"₹ 15,000,000.00",1st Time,Investment,1
11/5/2025,Nov,11,1534,AKARSH DUGAR,2nd Time,1,{1bhk},Malad,E,Triangle,Direct,Direct,Vidur Srinivasan,Divyansh Ramachandran,Punjabi,36-45,Ready To Move,Yes,50L-75L,4,1534,"₹ 10,000,000.00",2nd Time,Self use,0
10/8/2025,Oct,10,1535,BHAMINI DESHMUKH,Fresh,1,{2bhk},Sewri,D,Crescent,Direct,Direct,Damini Din,Urvi Wason,Jain,36-45,Under Construction,Yes,0-25L,4,1535,"₹ 15,000,000.00",1st Time,Self use,0
10/24/2025,Oct,10,1536,BHAVIN KADAKIA,2nd Time,1,{2bhk},Goregaon,C,Woods,Direct,Direct,Ahana Bhardwaj,Ishaan Balay,Marwardi,25-35,Under Construction,Yes,50L-75L,1,1536,"₹ 15,000,000.00",2nd Time,Self use,0
9/24/2025,Sep,9,1537,AARYAHI SRINIVAS,Fresh,1,{2bhk},Kandivali,A,Triangle,Channel Partner,UrbanRise Partners,Mehul Rajagopalan,Vritika Bhakta,Gujarati,25-35,Ready To Move,Yes,0-25L,1,1537,"₹ 15,000,000.00",1st Time,Self use,0
7/31/2025,Jul,7,1538,mohanlal rastogi,Fresh,1,{2bhk},Kandivali,B,Crescent,Direct,Direct,Umang Khare,Divyansh Ramachandran,Jain,46-60,Under Construction,No,50L-75L,2,1538,"₹ 15,000,000.00",1st Time,Self use,1
2/18/2025,Feb,2,1539,pari krishnamurthy,Fresh,1,{2bhk},Andheri,D,Crescent,Channel Partner,Infinity Realty,Damini Din,Hansh Srivastava,Gujarati,36-45,Ready To Move,Yes,50L-75L,4,1539,"₹ 15,000,000.00",1st Time,Investment,1
2/28/2025,Feb,2,1540,ISHITA ROY,Fresh,1,{2bhk},Kandivali,D,Triangle,Direct,Direct,Shray Rajagopalan,Indranil Rau,Gujarati,46-60,Under Construction,Yes,0-25L,4,1540,"₹ 15,000,000.00",2nd Time,Self use,0
10/16/2025,Oct,10,1541,DEVANSH BAWA,2nd Time,1,{2bhk},Malad,B,Crescent,Direct,Direct,Mehul Gara,Vritika Bhakta,Hindu,25-35,Ready To Move,No,0-25L,3,1541,"₹ 15,000,000.00",2nd Time,Self use,1
10/13/2025,Oct,10,1542,AZAD SINHA,2nd Time,1,{1bhk},Kandivali,B,Crescent,Channel Partner,Infinity Realty,Ayesha Date,Divyansh Ramachandran,Jain,36-45,Under Construction,Yes,25L-50L,3,1542,"₹ 10,000,000.00",1st Time,Investment,0
5/21/2025,May,5,1543,YUVRAJ  MANN,Fresh,1,{2bhk},Kandivali,D,Crescent,Channel Partner,Infinity Realty,Ayesha Date,Vritika Bhakta,Gujarati,36-45,Under Construction,Yes,25L-50L,2,1543,"₹ 15,000,000.00",2nd Time,Self use,0
9/1/2025,Sep,9,1544,VAIBHAV JOHAL,Fresh,1,{2bhk},Kopar Khairane,C,Crescent,Channel Partner,PrimeAxis Developments,Shray Sunder,Vritika Bhakta,Jain,61-90,Ready To Move,No,50L-75L,4,1544,"₹ 15,000,000.00",1st Time,Self use,0
3/10/2025,Mar,3,1545,saanvi ahluwalia,Fresh,1,{2bhk},Khar,B,Woods,Channel Partner,UrbanRise Partners,Tushar Ray,Vardaniya Thakur,Hindu,25-35,Ready To Move,No,50L-75L,3,1545,"₹ 15,000,000.00",2nd Time,Investment,0
7/20/2025,Jul,7,1546,KABIR HAYER,2nd Time,1,{1bhk},Malad,D,Woods,Channel Partner,NextGen Estates,Navya Kashyap,Divyansh Ramachandran,Gujarati,25-35,Ready To Move,No,25L-50L,3,1546,"₹ 10,000,000.00",2nd Time,Investment,0
3/2/2025,Feb,2,1547,DHARMAJAN WAGLE,Fresh,1,{2bhk},Kandivali,C,Crescent,Channel Partner,Infinity Realty,Mehul Gara,Urvi Wason,Jain,36-45,Under Construction,Yes,25L-50L,3,1547,"₹ 15,000,000.00",1st Time,Self use,0
,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2025,Nov,11,1548,nakul mahajan,Fresh,1,{1bhk},Juhu,A,Woods,Channel Partner,NextGen Estates,Damini Din,Urvi Wason,Jain,25-35,Under Construction,No,50L-75L,0,1548,"₹ 10,000,000.00",1st Time,Self use,0
1/10/2025,Jan,1,1549,neelofar kibe,2nd Time,1,{1bhk},Vikhroli,B,Triangle,Direct,Direct,Ahana Bhardwaj,Vardaniya Thakur,Jain,61-90,Under Construction,Yes,0-25L,3,1549,"₹ 10,000,000.00",1st Time,Self use,1
11/7/2025,Nov,11,1550,gokul keer,2nd Time,1,{2bhk},Byculla,C,Woods,Channel Partner,Sterling Land,Damini Din,Vritika Bhakta,Gujarati,36-45,Under Construction,Yes,75L-1Cr,3,1550,"₹ 15,000,000.00",1st Time,Self use,0
10/2/2025,Oct,10,1551,KEYA DIN,2nd Time,1,{2bhk},Dadar,A,Crescent,Direct,Direct,Adira Tank,Shray Amble,Marwardi,25-35,Under Construction,Yes,25L-50L,3,1551,"₹ 15,000,000.00",1st Time,Self use,0
4/27/2025,Apr,4,1552,UMANG IYER,Fresh,1,{2bhk},Mahim,D,Woods,Channel Partner,Infinity Realty,Damini Din,Vritika Bhakta,Gujarati,46-60,Under Construction,Yes,50L-75L,3,1552,"₹ 15,000,000.00",1st Time,Investment,1
7/1/2025,Jun,6,1553,DISHANI KALA,Fresh,1,{2bhk},Kandivali,D,Crescent,Channel Partner,TerraNova Realty,Yakshit Balan,Urvi Wason,Jain,25-35,Under Construction,Yes,0-25L,0,1553,"₹ 15,000,000.00",1st Time,Self use,1
9/2/2025,Sep,9,1554,NAKUL DEWAN,2nd Time,1,{1bhk},Byculla,B,Triangle,Channel Partner,VistaLand Ventures,Jhanvi Madan,Hansh Srivastava,Jain,46-60,Under Construction,Yes,0-25L,4,1554,"₹ 10,000,000.00",1st Time,Self use,0
12/5/2025,Dec,12,1555,AARUSH GADE,2nd Time,1,{1bhk},Kandivali,A,Woods,Channel Partner,Orion Developments,Mehul Rajagopalan,Vritika Bhakta,Marwardi,25-35,Ready To Move,Yes,25L-50L,1,1555,"₹ 10,000,000.00",2nd Time,Investment,0
11/16/2025,Nov,11,1556,ARMAAN BAJAJ,Fresh,1,{2bhk},Kandivali,B,Crescent,Channel Partner,TrueSpace Realty,Ayesha Date,Divit Sastry,Hindu,36-45,Ready To Move,Yes,25L-50L,4,1556,"₹ 15,000,000.00",2nd Time,Self use,1
10/1/2025,Oct,10,1557,vedika vora,Fresh,1,{1bhk},Kurla,A,Crescent,Direct,Direct,Vidur Srinivasan,Vardaniya Thakur,Christian,36-45,Ready To Move,No,1Cr>,3,1557,"₹ 10,000,000.00",1st Time,Investment,1
12/19/2025,Dec,12,1558,YASHVI BABU,2nd Time,1,{2bhk},Kandivali,B,Vasudha,Channel Partner,Aspire Realty,Tiya Gour,Urvi Wason,Hindu,61-90,Ready To Move,No,25L-50L,3,1558,"₹ 15,000,000.00",2nd Time,Self use,0
7/29/2025,Jul,7,1559,GOKUL HEGDE,Fresh,1,{2bhk},Kandivali,D,Triangle,Direct,Direct,Mehul Gara,Advik Chandra,Jain,25-35,Ready To Move,No,25L-50L,3,1559,"₹ 15,000,000.00",2nd Time,Investment,1
8/31/2025,Aug,8,1560,tiya bala,Fresh,1,{2bhk},Malad,B,Crescent,Channel Partner,Apex Realty,Mehul Rajagopalan,Hansh Srivastava,Gujarati,36-45,Under Construction,Yes,75L-1Cr,3,1560,"₹ 15,000,000.00",2nd Time,Self use,0
10/1/2025,Oct,10,1561,fateh bose,Fresh,1,{3bhk},Govandi,A,Crescent,Direct,Direct,Vidur Srinivasan,Shray Amble,Hindu,25-35,Under Construction,Yes,50L-75L,0,1561,"₹ 20,000,000.00",2nd Time,Self use,0
12/23/2025,Dec,12,1562,vaibhav dhawan,Fresh,1,{2bhk},Andheri,C,Crescent,Channel Partner,Prime Ventures,Navya Kashyap,Advik Chandra,Punjabi,36-45,Ready To Move,No,0-25L,3,1562,"₹ 15,000,000.00",1st Time,Self use,0
8/21/2025,Aug,8,1563,JAYESH SHROFF,2nd Time,1,{2bhk},Kandivali,E,Crescent,Channel Partner,BlueOcean Properties,Navya Kashyap,Urvi Wason,Gujarati,36-45,Ready To Move,Yes,25L-50L,3,1563,"₹ 15,000,000.00",2nd Time,Self use,0
3/24/2025,Mar,3,1564,alia d’alia,Fresh,1,{2bhk},Wadala,E,Triangle,Direct,Direct,Jhanvi Madan,Advik Chandra,Hindu,46-60,Ready To Move,Yes,50L-75L,4,1564,"₹ 15,000,000.00",2nd Time,Investment,0
8/26/2025,Aug,8,1565,kiaan majumdar,2nd Time,1,{2bhk},Kandivali,A,Triangle,Direct,Direct,Damini Din,Hansh Srivastava,Marwardi,61-90,Under Construction,Yes,0-25L,3,1565,"₹ 15,000,000.00",2nd Time,Investment,0
5/8/2025,May,5,1566,chirag karnik,Fresh,1,{2bhk},Kandivali,B,Vasudha,Direct,Direct,Adira Tank,Divyansh Ramachandran,Gujarati,36-45,Under Construction,Yes,50L-75L,2,1566,"₹ 15,000,000.00",1st Time,Self use,0
10/10/2025,Oct,10,1567,SUMER VISWANATHAN,2nd Time,1,{1bhk},Borivali,E,Crescent,Channel Partner,Prime Ventures,Navya Kashyap,Shray Amble,Jain,46-60,Under Construction,Yes,25L-50L,4,1567,"₹ 10,000,000.00",2nd Time,Self use,0
7/9/2025,Jul,7,1568,tarini chaudhary,Fresh,1,{1bhk},Malad,E,Crescent,Channel Partner,OmniLand Partners,Shray Rajagopalan,Vritika Bhakta,Jain,25-35,Under Construction,Yes,0-25L,3,1568,"₹ 10,000,000.00",2nd Time,Self use,0
6/4/2025,Jun,6,1569,myra wable,2nd Time,1,{1bhk},Kandivali,B,Woods,Channel Partner,Summit Realty,Navya Kashyap,Urvi Wason,Gujarati,36-45,Under Construction,Yes,50L-75L,2,1569,"₹ 10,000,000.00",1st Time,Self use,0
2/8/2025,Feb,2,1570,ivan bhat,Fresh,1,{2bhk},Kandivali,E,Triangle,Direct,Direct,Neysa Mallick,Urvi Wason,Jain,25-35,Under Construction,No,25L-50L,2,1570,"₹ 15,000,000.00",2nd Time,Self use,0
11/17/2025,Nov,11,1571,ahana  mahajan,Fresh,1,{1bhk},Kandivali,A,Crescent,Channel Partner,Pacific Land,Damini Din,Vritika Bhakta,Gujarati,36-45,Ready To Move,Yes,75L-1Cr,4,1571,"₹ 10,000,000.00",2nd Time,Investment,0
6/16/2025,Jun,6,1572,kabir korpal,Fresh,1,{2bhk},Matunga,D,Triangle,Channel Partner,Infinity Realty,Shray Sunder,Divyansh Ramachandran,Hindu,61-90,Under Construction,Yes,25L-50L,2,1572,"₹ 15,000,000.00",1st Time,Self use,0
4/29/2025,Apr,4,1573,RIYA SEHGAL,Fresh,1,{2bhk},Vikhroli,D,Triangle,Direct,Direct,Ayesha Date,Urvi Wason,Marwardi,36-45,Under Construction,No,75L-1Cr,2,1573,"₹ 15,000,000.00",1st Time,Self use,0
1/18/2025,Jan,1,1574,GATIK KHANNA,Fresh,1,{2bhk},Kandivali,A,Crescent,Channel Partner,Unity Homes,Damini Din,Urvi Wason,Marwardi,61-90,Under Construction,Yes,50L-75L,2,1574,"₹ 15,000,000.00",2nd Time,Self use,0
7/13/2025,Jul,7,1575,PIHU AGATE,Fresh,1,{2bhk},Lower Parel,B,Woods,Channel Partner,Crystal Builders,Shanaya Shetty,Indranil Rau,Hindu,36-45,Ready To Move,Yes,0-25L,2,1575,"₹ 15,000,000.00",2nd Time,Self use,1
1/23/2025,Jan,1,1576,RITVIK UPPAL,Fresh,1,{2bhk},Kandivali,E,Woods,Channel Partner,Prime Ventures,Himmat Solanki,Shray Amble,Jain,25-35,Under Construction,No,50L-75L,3,1576,"₹ 15,000,000.00",2nd Time,Self use,0
11/8/2025,Nov,11,1577,TIYA MAND,Fresh,1,{1bhk},Goregaon,D,Triangle,Direct,Direct,Jhanvi Madan,Divyansh Ramachandran,Marwardi,25-35,Under Construction,No,25L-50L,0,1577,"₹ 10,000,000.00",1st Time,Self use,0
12/18/2025,Dec,12,1578,CHIRAG DUA,Fresh,1,{3bhk},Prabhadevi,C,Crescent,Channel Partner,RealVista Group,Navya Kashyap,Indranil Rau,Gujarati,25-35,Ready To Move,Yes,25L-50L,1,1578,"₹ 20,000,000.00",2nd Time,Investment,0
10/30/2025,Oct,10,1579,YASMIN SOOD,Fresh,1,{2bhk},Santa Cruz,E,Crescent,Channel Partner,Infinity Realty,Jhanvi Madan,Vritika Bhakta,Marwardi,36-45,Ready To Move,Yes,75L-1Cr,2,1579,"₹ 15,000,000.00",1st Time,Investment,1
9/19/2025,Sep,9,1580,madhav chandra,Fresh,1,{2bhk},Kurla,C,Woods,Channel Partner,PrimeAxis Developments,Vaibhav Arora,Vritika Bhakta,Jain,46-60,Ready To Move,No,0-25L,3,1580,"₹ 15,000,000.00",2nd Time,Investment,0
7/30/2025,Jul,7,1581,PRISHA ACHARYA,Fresh,1,{3bhk},Parel,C,Crescent,Channel Partner,Allied Estates,Shray Sunder,Shray Amble,Marwardi,36-45,Under Construction,Yes,50L-75L,3,1581,"₹ 20,000,000.00",1st Time,Investment,0
1/2/2025,Jan,1,1582,umang verma,2nd Time,1,{1bhk},Parel,C,Crescent,Channel Partner,OmniLand Partners,Adira Tank,Indranil Rau,Jain,36-45,Under Construction,Yes,50L-75L,4,1582,"₹ 10,000,000.00",2nd Time,Self use,1
9/27/2025,Sep,9,1583,PARINAAZ TRIPATHI,2nd Time,1,{1bhk},Kandivali,C,Vasudha,Direct,Direct,Damini Din,Vritika Bhakta,Gujarati,25-35,Under Construction,Yes,50L-75L,1,1583,"₹ 10,000,000.00",2nd Time,Self use,0
3/10/2025,Mar,3,1584,vidur bhattacharyya,2nd Time,1,{2bhk},Kandivali,B,Crescent,Direct,Direct,Mehul Gara,Urvi Wason,Hindu,25-35,Ready To Move,No,50L-75L,2,1584,"₹ 15,000,000.00",2nd Time,Investment,1
2/10/2025,Feb,2,1585,jiya ganesh,Fresh,1,{1bhk},Kandivali,C,Vallia,Channel Partner,Pacific Land,Jhanvi Madan,Ishaan Balay,Jain,36-45,Under Construction,Yes,25L-50L,4,1585,"₹ 10,000,000.00",1st Time,Investment,0
10/14/2025,Oct,10,1586,BADAL DHAR,Fresh,1,{2bhk},Malad,B,Crescent,Direct,Direct,Vaibhav Arora,Divyansh Ramachandran,Jain,61-90,Ready To Move,Yes,0-25L,3,1586,"₹ 15,000,000.00",1st Time,Self use,0
11/18/2025,Nov,11,1587,RITVIK VOHRA,2nd Time,1,{1bhk},Kandivali,A,Vallia,Channel Partner,Skyline Builders,Damini Din,Shray Amble,Jain,25-35,Under Construction,Yes,50L-75L,0,1587,"₹ 10,000,000.00",1st Time,Investment,0
11/22/2025,Nov,11,1588,KABIR RAJAN,Fresh,1,{2bhk},Mulund,A,Crescent,Direct,Direct,Damini Din,Divyansh Ramachandran,Gujarati,25-35,Under Construction,Yes,25L-50L,2,1588,"₹ 15,000,000.00",2nd Time,Investment,1
8/11/2025,Aug,8,1589,ADIRA LOKE,2nd Time,1,{1bhk},Chandivali,A,Triangle,Channel Partner,Heritage Homes,Jhanvi Madan,Hansh Srivastava,Gujarati,46-60,Ready To Move,Yes,25L-50L,2,1589,"₹ 10,000,000.00",2nd Time,Self use,0
7/23/2025,Jul,7,1590,rati sethi,Fresh,1,{1bhk},Malad,B,Woods,Channel Partner,Infinity Realty,Shray Rajagopalan,Urvi Wason,Hindu,36-45,Under Construction,Yes,1Cr>,3,1590,"₹ 10,000,000.00",2nd Time,Investment,0
,,,,,,,,,,,,,,,,,,,,,,,,,
11/29/2025,Nov,11,1591,rati walia,Fresh,1,{1bhk},Vashi,B,Woods,Direct,Direct,Fateh Handa,Ishaan Balay,Christian,46-60,Ready To Move,Yes,0-25L,2,1591,"₹ 10,000,000.00",1st Time,Investment,0
11/14/2025,Nov,11,1592,DARSHIT KURUVILLA,Fresh,1,{3bhk},Kandivali,B,Crescent,Direct,Direct,Mehul Gara,Urvi Wason,Gujarati,36-45,Under Construction,Yes,0-25L,4,1592,"₹ 20,000,000.00",2nd Time,Self use,0
8/18/2025,Aug,8,1593,rohan gola,Fresh,1,{1bhk},Malad,B,Triangle,Direct,Direct,Fateh Handa,Urvi Wason,Gujarati,36-45,Under Construction,No,0-25L,3,1593,"₹ 10,000,000.00",2nd Time,Self use,0
2/8/2025,Feb,2,1594,indranil tella,Fresh,1,{2bhk},Kandivali,C,Vallia,Channel Partner,GoldenKey Estates,Mehul Gara,Ishaan Balay,Jain,36-45,Under Construction,No,25L-50L,2,1594,"₹ 15,000,000.00",1st Time,Investment,1
8/15/2025,Aug,8,1595,KRISH DIVAN,2nd Time,1,{2bhk},Bandra,D,Vasudha,Channel Partner,Orion Developments,Tiya Gour,Ishaan Balay,Marwardi,46-60,Under Construction,Yes,75L-1Cr,4,1595,"₹ 15,000,000.00",1st Time,Investment,0
2/22/2025,Feb,2,1596,FAIYAZ GANESAN,Fresh,1,{1bhk},Kandivali,A,Crescent,Direct,Direct,Neysa Mallick,Indranil Rau,Gujarati,36-45,Under Construction,Yes,0-25L,3,1596,"₹ 10,000,000.00",2nd Time,Investment,0
